8.888888888888890616e-01,4.583333333333332593e-01,9.024390243902440378e-01,8.235294117647058432e-01
8.148148148148151027e-01,3.333333333333332593e-01,8.780487804878049918e-01,8.235294117647058432e-01
9.629629629629630205e-01,4.583333333333332593e-01,9.512195121951221299e-01,8.235294117647058432e-01
8.888888888888890616e-01,4.583333333333332593e-01,8.292682926829271217e-01,7.647058823529411242e-01
9.259259259259258190e-01,3.333333333333332593e-01,9.268292682926830839e-01,7.647058823529411242e-01
2.962962962962962798e-01,7.499999999999997780e-01,1.463414634146341931e-01,5.882352941176471200e-02
4.814814814814816213e-01,3.750000000000000000e-01,6.341463414634147533e-01,7.058823529411765163e-01
6.296296296296299833e-01,8.333333333333337034e-02,7.317073170731708265e-01,5.294117647058823595e-01
5.185185185185188228e-01,2.500000000000000000e-01,6.097560975609757072e-01,5.294117647058823595e-01
1.851851851851853414e-01,5.833333333333332593e-01,1.463414634146341931e-01,5.882352941176471200e-02
2.962962962962962798e-01,5.833333333333332593e-01,1.219512195121951470e-01,5.882352941176471200e-02
3.703703703703704608e-01,7.083333333333332593e-01,1.219512195121951470e-01,5.882352941176471200e-02
7.407407407407406996e-01,2.083333333333332593e-01,9.512195121951221299e-01,8.235294117647058432e-01
4.444444444444444198e-01,9.166666666666667407e-01,9.756097560975610095e-02,5.882352941176471200e-02
6.296296296296299833e-01,2.916666666666667407e-01,1.000000000000000000e+00,8.823529411764706731e-01
1.111111111111111605e-01,5.833333333333332593e-01,9.756097560975610095e-02,1.176470588235294101e-01
2.222222222222225430e-01,4.583333333333332593e-01,1.219512195121951470e-01,0.000000000000000000e+00
4.074074074074076623e-01,5.833333333333332593e-01,1.219512195121951470e-01,1.764705882352941291e-01
1.851851851851853414e-01,4.166666666666667407e-01,9.756097560975610095e-02,0.000000000000000000e+00
5.555555555555555802e-01,2.500000000000000000e-01,7.317073170731708265e-01,6.470588235294117974e-01
4.074074074074076623e-01,7.916666666666665186e-01,1.707317073170731836e-01,1.764705882352941291e-01
1.481481481481483620e-01,5.000000000000000000e-01,1.463414634146341931e-01,5.882352941176471200e-02
5.925925925925927817e-01,5.000000000000000000e-01,9.268292682926830839e-01,1.000000000000000000e+00
6.666666666666667407e-01,3.333333333333332593e-01,7.317073170731708265e-01,7.058823529411765163e-01
1.851851851851853414e-01,4.166666666666667407e-01,9.756097560975610095e-02,1.176470588235294101e-01
5.185185185185188228e-01,1.000000000000000000e+00,1.219512195121951470e-01,1.764705882352941291e-01
7.407407407407418098e-02,1.249999999999998890e-01,7.317073170731711040e-02,1.176470588235294101e-01
6.666666666666667407e-01,4.166666666666667407e-01,8.780487804878049918e-01,7.647058823529411242e-01
1.111111111111111605e-01,5.000000000000000000e-01,9.756097560975610095e-02,5.882352941176471200e-02
2.222222222222225430e-01,6.666666666666667407e-01,9.756097560975610095e-02,0.000000000000000000e+00
3.333333333333334814e-01,2.916666666666667407e-01,7.073170731707317804e-01,7.647058823529411242e-01
2.962962962962962798e-01,7.499999999999997780e-01,1.219512195121951470e-01,1.176470588235294101e-01
5.185185185185188228e-01,3.750000000000000000e-01,7.804878048780490296e-01,7.058823529411765163e-01
1.000000000000000222e+00,5.000000000000000000e-01,9.024390243902440378e-01,7.647058823529411242e-01
1.111111111111111605e-01,4.583333333333332593e-01,1.219512195121951470e-01,5.882352941176471200e-02
4.444444444444444198e-01,2.500000000000000000e-01,8.292682926829271217e-01,6.470588235294117974e-01
6.666666666666667407e-01,3.333333333333332593e-01,9.024390243902440378e-01,6.470588235294117974e-01
4.814814814814816213e-01,2.916666666666667407e-01,7.804878048780490296e-01,7.058823529411765163e-01
2.962962962962962798e-01,6.250000000000000000e-01,9.756097560975610095e-02,5.882352941176471200e-02
5.925925925925927817e-01,4.166666666666667407e-01,7.804878048780490296e-01,8.235294117647058432e-01
7.037037037037039422e-01,8.333333333333337034e-02,8.536585365853659457e-01,8.235294117647058432e-01
1.851851851851853414e-01,4.583333333333332593e-01,1.463414634146341931e-01,5.882352941176471200e-02
3.703703703703742356e-02,3.750000000000000000e-01,9.756097560975610095e-02,5.882352941176471200e-02
5.555555555555555802e-01,2.916666666666667407e-01,7.073170731707317804e-01,6.470588235294117974e-01
4.444444444444444198e-01,1.666666666666666297e-01,6.829268292682927344e-01,5.882352941176470784e-01
0.000000000000000000e+00,4.166666666666667407e-01,2.439024390243907381e-02,0.000000000000000000e+00
7.777777777777779011e-01,3.750000000000000000e-01,8.048780487804878536e-01,7.058823529411765163e-01
2.962962962962962798e-01,7.499999999999997780e-01,2.195121951219512202e-01,1.764705882352941291e-01
4.074074074074076623e-01,7.916666666666665186e-01,7.317073170731711040e-02,1.764705882352941291e-01
5.185185185185188228e-01,4.166666666666667407e-01,7.804878048780490296e-01,6.470588235294117974e-01
2.592592592592593004e-01,0.000000000000000000e+00,6.097560975609757072e-01,5.294117647058823595e-01
5.555555555555555802e-01,2.916666666666667407e-01,7.560975609756097615e-01,5.294117647058823595e-01
4.814814814814816213e-01,4.166666666666667407e-01,7.560975609756097615e-01,7.058823529411765163e-01
